idea_id,section,subsection,level,parent_item,title,description,full_text,images
idea-0153,Kitchen,General,1,,Blue Theme,Have a blue plates and dishes and blue kitchen theme to make you want to eat less,Blue Theme - Have a blue plates and dishes and blue kitchen theme to make you want to eat less,
idea-0154,Kitchen,General,1,,Built-In Pet Spaces,"Hidden pet feeding stations, built-in beds, and washing stations for pets integrated into the kitchen","Built-In Pet Spaces - Hidden pet feeding stations, built-in beds, and washing stations for pets integrated into the kitchen",
idea-0155,Kitchen,General,1,,Charging Port In Cupboard Above Sink,A charging port in the cupboard above the sink so I can put my iPad there while doing the washing up.,Charging Port In Cupboard Above Sink - A charging port in the cupboard above the sink so I can put my iPad there while doing the washing up.,
idea-0156,Kitchen,General,1,,Collapsible Shelves attached to bottom of top cupboards,These shelves are attached to the bottom of the cupboards and have a mechanising for exiting downwards giving you more space to put things.,Collapsible Shelves attached to bottom of top cupboards - These shelves are attached to the bottom of the cupboards and have a mechanising for exiting downwards giving you more space to put things.,
idea-0157,Kitchen,General,1,,Corner Draws in kitchen,To make it easier to put stuff in corner of counter cupboard space.,Corner Draws in kitchen - To make it easier to put stuff in corner of counter cupboard space.,
idea-0158,Kitchen,General,1,,Different Colour Sponges for Purposes,Different colour sponge for washing dishes and cleaning surfaces.,Different Colour Sponges for Purposes - Different colour sponge for washing dishes and cleaning surfaces.,
idea-0159,Kitchen,General,1,,Don’t put sink on kitchen island,Put the sink and tap along the wall so it’s not obstructing the open space,Don’t put sink on kitchen island - Put the sink and tap along the wall so it’s not obstructing the open space,
idea-0160,Kitchen,General,1,,Don’t use tiles as splash backs,The tiles get grubbing and dirty in the grout goes bad colour over time.,Don’t use tiles as splash backs - The tiles get grubbing and dirty in the grout goes bad colour over time.,
idea-0161,Kitchen,General,1,,Double Chopping board slot,to stop chopping board sliding around have a mechanism that keeps them from sliding around when cutting stuff. Two slots for when you need to cut lots of stuff or two people need to cut stuff.,Double Chopping board slot - to stop chopping board sliding around have a mechanism that keeps them from sliding around when cutting stuff. Two slots for when you need to cut lots of stuff or two people need to cut stuff.,
idea-0162,Kitchen,General,1,,Double massive sinks,One sink for washing and cleaning food for cooking and then another big sink to soak lots of dishes and cutlery before putting them in the dishwasher so that the food does dry and get stuck on them.,Double massive sinks - One sink for washing and cleaning food for cooking and then another big sink to soak lots of dishes and cutlery before putting them in the dishwasher so that the food does dry and get stuck on them.,
idea-0163,Kitchen,General,1,,Extra long Teaspoons,for getting to the bottom of tall thin jars,Extra long Teaspoons - for getting to the bottom of tall thin jars,
idea-0164,Kitchen,General,1,,Extra Movable Traveling Island,a hidden away kitchen table top surface that can be easily slidden out when you need more kitchen surface space. And put away when you want more openness to the kitchen,Extra Movable Traveling Island - a hidden away kitchen table top surface that can be easily slidden out when you need more kitchen surface space. And put away when you want more openness to the kitchen,
idea-0165,Kitchen,General,1,,Fire Extinguisher and Blanket,Fire extinguisher and Blanket and possible a hose in the kitchen,Fire Extinguisher and Blanket - Fire extinguisher and Blanket and possible a hose in the kitchen,
idea-0166,Kitchen,General,1,,Food Bin the Automatically Opens,Always so annoying when you have to touch the dirty food bin when peeling an orange or banana.,Food Bin the Automatically Opens - Always so annoying when you have to touch the dirty food bin when peeling an orange or banana.,
idea-0167,Kitchen,General,1,,Hidden Knife Cupboard,Vertical knife cupboard so knives can be hidden away safely away from children,Hidden Knife Cupboard - Vertical knife cupboard so knives can be hidden away safely away from children,
idea-0168,Kitchen,General,1,,Hidden Walk In Pantry,The door of the pantry just looks like a normal kitchen cupboard but actually goes way deeper to reveal a hidden walk in kitchen pantry,Hidden Walk In Pantry - The door of the pantry just looks like a normal kitchen cupboard but actually goes way deeper to reveal a hidden walk in kitchen pantry,
idea-0169,Kitchen,General,1,,Hidden Washing Machine and Dishwasher,Cardboard doors in front of washing machine and dishwasher so you can hid them away,Hidden Washing Machine and Dishwasher - Cardboard doors in front of washing machine and dishwasher so you can hid them away,
idea-0170,Kitchen,General,1,,Joint Hot and Cold Tap in Sink,So you can get the right temperature for washing the dishes.,Joint Hot and Cold Tap in Sink - So you can get the right temperature for washing the dishes.,
idea-0171,Kitchen,General,1,,Large hidden bins,There’s nothing more annoying then constantly having to take out the recycling bin bins,Large hidden bins - There’s nothing more annoying then constantly having to take out the recycling bin bins,
idea-0172,Kitchen,General,1,,LED Faucet,(no batteries needed),LED Faucet - (no batteries needed),
idea-0173,Kitchen,General,1,,Lots of draws not cud boards,Draws allow you to see things at the back easily where as cupboards often leave things untouched at the back.,Lots of draws not cud boards - Draws allow you to see things at the back easily where as cupboards often leave things untouched at the back.,
idea-0174,Kitchen,General,1,,Lots of Table Surface Space,"Lots of counter top space Kitchen but don’t put that sink, stove and fridge too far away","Lots of Table Surface Space - Lots of counter top space Kitchen but don’t put that sink, stove and fridge too far away",
idea-0175,Kitchen,General,1,,Massive Projector and Scree,n - in the kitchen that can be hidden away for watching cooking tutorials,Massive Projector and Scree - n - in the kitchen that can be hidden away for watching cooking tutorials,
idea-0176,Kitchen,General,1,,Medicine Box Easy to Get To,For when you cut yourself cooking or burn yourself while cooking.,Medicine Box Easy to Get To - For when you cut yourself cooking or burn yourself while cooking.,
idea-0177,Kitchen,General,1,,Microwave with Completely Transparent Window,This is a new technology that uses Electro Magnetic Interfaces film which invisible to the naked eye,Microwave with Completely Transparent Window - This is a new technology that uses Electro Magnetic Interfaces film which invisible to the naked eye,
idea-0178,Kitchen,General,1,,Mini Pizza Oven,You’re very own mini pizza oven,Mini Pizza Oven - You’re very own mini pizza oven,
idea-0179,Kitchen,General,1,,Motion Sensor Lights in Cupboards,for big cupboards and pantry and under the stairs cupboard all connected to the mains not battery operated.,Motion Sensor Lights in Cupboards - for big cupboards and pantry and under the stairs cupboard all connected to the mains not battery operated.,
idea-0180,Kitchen,General,1,,Non Plastic or Wood Chopping Board,"I don’t think it’s good having tiny microplastic in my food. Could be Carcinogenic. A wood one has lots of micropores where the food seaps in and makes it hard to wash. that So a stone, metal or glass one is probably better.","Non Plastic or Wood Chopping Board - I don’t think it’s good having tiny microplastic in my food. Could be Carcinogenic. A wood one has lots of micropores where the food seaps in and makes it hard to wash. that So a stone, metal or glass one is probably better.",
idea-0181,Kitchen,General,1,,Not Too Low Table Tops,Table tops in kitchen and in bathroom not to low down that I have to bend my back to use them for hours. (But not to high that shorter people can’t use them),Not Too Low Table Tops - Table tops in kitchen and in bathroom not to low down that I have to bend my back to use them for hours. (But not to high that shorter people can’t use them),
idea-0182,Kitchen,General,1,,Oven Gloves with Silicone Mittens,Fabric oven gloves are harder to clean when you spill sources or liquids on them.,Oven Gloves with Silicone Mittens - Fabric oven gloves are harder to clean when you spill sources or liquids on them.,
idea-0183,Kitchen,General,1,,Place To Hang Up Washing Gloves,Washing Gloves Hooo,Place To Hang Up Washing Gloves - Washing Gloves Hooo,
idea-0184,Kitchen,General,1,,Plastic Food Bag Clips,Lots of clips for clipping food bags and putting them in cupboards and the fridge,Plastic Food Bag Clips - Lots of clips for clipping food bags and putting them in cupboards and the fridge,
idea-0185,Kitchen,General,1,,Plastic instead of wood chopping board and spoons,Cooking with wooden items can be bad as the bacteria can easily get trapped in absorbed into the wood.,Plastic instead of wood chopping board and spoons - Cooking with wooden items can be bad as the bacteria can easily get trapped in absorbed into the wood.,
idea-0186,Kitchen,General,1,,Proper Hot Tap,Proper hot tap in the kitchen as it’s easier to dry dishes when the water evaporates after you’ve dried them. (But might have bacteria in it),Proper Hot Tap - Proper hot tap in the kitchen as it’s easier to dry dishes when the water evaporates after you’ve dried them. (But might have bacteria in it),
idea-0187,Kitchen,General,1,,Space Under Sink for Legs,Sometimes you’ll need to sit/stand at the sink for a while washing up or cutting vegetables and it would be nice if you could sit down and tuck your legs under the sink so you can actually get closer to the sink when using it.,Space Under Sink for Legs - Sometimes you’ll need to sit/stand at the sink for a while washing up or cutting vegetables and it would be nice if you could sit down and tuck your legs under the sink so you can actually get closer to the sink when using it.,
idea-0188,Kitchen,General,1,,Swivel trays for Corner Cupboards,makes it easier to get to things into cupboards,Swivel trays for Corner Cupboards - makes it easier to get to things into cupboards,
idea-0189,Kitchen,General,1,,Tall Taps,"Tall high taps above sink to help fit pots and pans in the sink, or bendable taps","Tall Taps - Tall high taps above sink to help fit pots and pans in the sink, or bendable taps",
idea-0190,Kitchen,General,1,,Two dish washes,One for dirty dishes and one you take clean dishes out. Then you never have to do any washing you just load and unload dishes as you need to.,Two dish washes - One for dirty dishes and one you take clean dishes out. Then you never have to do any washing you just load and unload dishes as you need to.,
idea-0191,Kitchen,General,1,,Two Microwaves,"Always having to wait to hit up food take it in turns, and by the time the second persons is done the first ones has got cold.","Two Microwaves - Always having to wait to hit up food take it in turns, and by the time the second persons is done the first ones has got cold.",
idea-0192,Kitchen,General,1,,Under Cupboards kitchen Lights to light up kitchen surfaces,Even with main lights the cupboard often cast shadow on the back of the kitchen surfaces so we should have lights at the back to light that up,Under Cupboards kitchen Lights to light up kitchen surfaces - Even with main lights the cupboard often cast shadow on the back of the kitchen surfaces so we should have lights at the back to light that up,
idea-0193,Dinning Room,Location & Environment,1,,Overlapping Curtains,Curtain rails that overlap so there’s no light that seep through,Overlapping Curtains - Curtain rails that overlap so there’s no light that seep through,
idea-0194,Dinning Room,Aesthetic & Design,1,,Non White Table Surface,A white table surface will show Staines and dirt a lot easier,Non White Table Surface - A white table surface will show Staines and dirt a lot easier,
idea-0195,Dinning Room,General,1,,Blackout Curtains,For watching movies,Blackout Curtains - For watching movies,
idea-0196,Dinning Room,General,1,,Machine Washable Rugs,There’s no doubt that people will drop food and drinks on the rug. Machine washable means we can keep them clean when guest come around.,Machine Washable Rugs - There’s no doubt that people will drop food and drinks on the rug. Machine washable means we can keep them clean when guest come around.,
idea-0197,Bedroom,Location & Environment,1,,Foldable Wall Parting for Loft Bedroom,"In the main bedroom over the loft layout, it’s open to big windows, so their needs to be a rollable wall parting to close off that space for when we want privacy in the bed. But at the same time we don’t want a random floating bar obstructing our view unless it was really high up. So maybe just a really high curtain, where the rail didn’t obstruct our view.","Foldable Wall Parting for Loft Bedroom - In the main bedroom over the loft layout, it’s open to big windows, so their needs to be a rollable wall parting to close off that space for when we want privacy in the bed. But at the same time we don’t want a random floating bar obstructing our view unless it was really high up. So maybe just a really high curtain, where the rail didn’t obstruct our view.",
idea-0198,Bedroom,Location & Environment,1,,Hidden Bins,bins are unsightly and unhygienic near the bed so they should be in the bedroom but hidden away in a cupboard and far away from the bed and also have a easy way to take out that doesn’t involve walking through the whole house with the trash.,Hidden Bins - bins are unsightly and unhygienic near the bed so they should be in the bedroom but hidden away in a cupboard and far away from the bed and also have a easy way to take out that doesn’t involve walking through the whole house with the trash.,
idea-0199,Bedroom,Location & Environment,1,,Overlapping Curtains,Curtain rails that overlap so there’s no light that seep through,Overlapping Curtains - Curtain rails that overlap so there’s no light that seep through,
idea-0200,Bedroom,Layout & Flow,1,,Bedrooms Not Close to Loud Rooms,Ideal room layout. Make sure bedrooms are far from entertaining spaces.,Bedrooms Not Close to Loud Rooms - Ideal room layout. Make sure bedrooms are far from entertaining spaces.,
idea-0201,Bedroom,Layout & Flow,1,,Charging Stations Next To Bed,Charging port station with at least 10 cable to charge nightlights and power banks,Charging Stations Next To Bed - Charging port station with at least 10 cable to charge nightlights and power banks,
idea-0202,Bedroom,Layout & Flow,1,,Laundry room in noise cancelled bedroom closet,What’s the point in taking your laundry all the way downstairs if you’re just going to have to take them back up to your bedroom when done. Just do your laundry next to your bedroom in your walk in closet.,Laundry room in noise cancelled bedroom closet - What’s the point in taking your laundry all the way downstairs if you’re just going to have to take them back up to your bedroom when done. Just do your laundry next to your bedroom in your walk in closet.,
idea-0203,Bedroom,Layout & Flow,1,,Mattress with arm hole,Mattress with an arm hole so you can cuddle up next to your significant other without getting a dead arm when they lay on top of it,Mattress with arm hole - Mattress with an arm hole so you can cuddle up next to your significant other without getting a dead arm when they lay on top of it,
idea-0204,Bedroom,Safety & Security,1,,Bed Room Door Locks,Stop people come in during private activities.,Bed Room Door Locks - Stop people come in during private activities.,
idea-0205,Bedroom,Utilities & Infrastructure,1,,Complete Silence at Night,"No noise from air conditioning system, or any hvac system or anything. No nose form outside, trains, planes, cars or any other loud nosiness outside. No white noise. Just complete silence at night.","Complete Silence at Night - No noise from air conditioning system, or any hvac system or anything. No nose form outside, trains, planes, cars or any other loud nosiness outside. No white noise. Just complete silence at night.",
idea-0206,Bedroom,Utilities & Infrastructure,1,,Silent Air Conditioning,There’s nothing more annoying than a loud air conditioner when you’re trying to sleep. My must stressful moment on holiday where when it was too hot to turn off the air conditioner but also way too loud while I try to fall asleep.,Silent Air Conditioning - There’s nothing more annoying than a loud air conditioner when you’re trying to sleep. My must stressful moment on holiday where when it was too hot to turn off the air conditioner but also way too loud while I try to fall asleep.,
idea-0207,Bedroom,Comfort & Lifestyle,1,,Quiet Doors,"Doors that don’t make a loud click or thud when shut, in order to not wake up other people when going to the toilet at night.","Quiet Doors - Doors that don’t make a loud click or thud when shut, in order to not wake up other people when going to the toilet at night.",
idea-0208,Bedroom,Specialty & Novelty,1,,Electric Train Set Around the Ceiling,Small Electric Train Set around the top outside of the of the top of the room,Electric Train Set Around the Ceiling - Small Electric Train Set around the top outside of the of the top of the room,
idea-0209,Bedroom,General,1,,Alaskan King Bed,This is a great bed size for the whole family,Alaskan King Bed - This is a great bed size for the whole family,
idea-0210,Bedroom,General,1,,Blackout Curtains,For watching movies in the bedroom,Blackout Curtains - For watching movies in the bedroom,
idea-0211,Bedroom,General,1,,Charging Drawer,To hide the cables for charging devices could put some in a drawer and also have a wireless hidden pad in the beside table.,Charging Drawer - To hide the cables for charging devices could put some in a drawer and also have a wireless hidden pad in the beside table.,
idea-0212,Bedroom,General,1,,Dual Big Floor to Ceiling Mirrors,Two big mirrors for two people so you can easily see the outfit you’re coming out for the day.,Dual Big Floor to Ceiling Mirrors - Two big mirrors for two people so you can easily see the outfit you’re coming out for the day.,
idea-0213,Bedroom,General,1,,Easily Accessible Extra Duvet - Never know when your heating will brake or you just want to be extra cosy. Always nice to have a spare big duvet in an easily accessible cupboard.,,Easily Accessible Extra Duvet - Never know when your heating will brake or you just want to be extra cosy. Always nice to have a spare big duvet in an easily accessible cupboard.,
idea-0214,Bedroom,General,1,,Extra Soft Silk Duvet and Pillow Cases,Good for acne and extra soft and won’t graze your skin when moving around in bed.,Extra Soft Silk Duvet and Pillow Cases - Good for acne and extra soft and won’t graze your skin when moving around in bed.,
idea-0215,Bedroom,General,1,,Fire Extinguisher and Blanket,Fire extinguisher and Blanket for if hair dryer or hair straightener catches fire,Fire Extinguisher and Blanket - Fire extinguisher and Blanket for if hair dryer or hair straightener catches fire,
idea-0216,Bedroom,General,1,,Heated Blankets,in winter,Heated Blankets - in winter,
idea-0217,Bedroom,General,1,,Heated Mattresses,for those cosy nights of tough weeks where you want warm bed to get into at the end of the day,Heated Mattresses - for those cosy nights of tough weeks where you want warm bed to get into at the end of the day,
idea-0218,Bedroom,General,1,,Hidden Charging Dock for Tooth Brush,The charging socket in the bathroom should be inside a cupboard so you can hide away the electric tooth brush in the cupboard.,Hidden Charging Dock for Tooth Brush - The charging socket in the bathroom should be inside a cupboard so you can hide away the electric tooth brush in the cupboard.,
idea-0219,Bedroom,General,1,,Hidden heated clothes racks,"it’s so nice having hot warm clothes in the morning, but you don’t always want them to be seen, so having a heated cupboard and way to hang up clothes that you can take out freshly warm in the morning would be really nice.","Hidden heated clothes racks - it’s so nice having hot warm clothes in the morning, but you don’t always want them to be seen, so having a heated cupboard and way to hang up clothes that you can take out freshly warm in the morning would be really nice.",
idea-0220,Bedroom,General,1,,Hidden to at the end of the bed,So you can watch stuff in bed and then sleep,Hidden to at the end of the bed - So you can watch stuff in bed and then sleep,
idea-0221,Bedroom,General,1,,Hidden Water Fountains,Built into cupboard purified water fountains in bedroom to ensure everyone stays hydrated.,Hidden Water Fountains - Built into cupboard purified water fountains in bedroom to ensure everyone stays hydrated.,
idea-0222,Bedroom,General,1,,Large concealed hidden bin,You’ll be surprised at how many times you need the bin in the bedroom but it shouldn’t be visible and should be quite big so you don’t habe to keep changing it.,Large concealed hidden bin - You’ll be surprised at how many times you need the bin in the bedroom but it shouldn’t be visible and should be quite big so you don’t habe to keep changing it.,
idea-0223,Bedroom,General,1,,Laundry Shoot,To stop people creating a pile of dirty clothes of having a laundry bag of dirty clothes we could have a laundry shoot to remove all the clothes from the room Entirely.,Laundry Shoot - To stop people creating a pile of dirty clothes of having a laundry bag of dirty clothes we could have a laundry shoot to remove all the clothes from the room Entirely.,
idea-0224,Bedroom,General,1,,Light Switch for Outdoor Lights,sometimes you hear a sound at night and want to check outside so you could have a switch to turn on all the lights outside your window and the floodlights in your garden. All from the comfort of your bedroom.,Light Switch for Outdoor Lights - sometimes you hear a sound at night and want to check outside so you could have a switch to turn on all the lights outside your window and the floodlights in your garden. All from the comfort of your bedroom.,
idea-0225,Bedroom,General,1,,Lots of sockets on either side of each bed,it’s always annoying when there’s not enough sockets to charge your device at night. Could also hide the wires inside a drawer,Lots of sockets on either side of each bed - it’s always annoying when there’s not enough sockets to charge your device at night. Could also hide the wires inside a drawer,
idea-0226,Bedroom,General,1,,Mattress,,Mattress,
idea-0227,Bedroom,General,2,Mattress,Extra Large Bed,A long California King size mattress bed mattress so my feet and tall people feet don’t hang off the end,Extra Large Bed - A long California King size mattress bed mattress so my feet and tall people feet don’t hang off the end,
idea-0228,Bedroom,General,2,Mattress,Super High Quality Mattress,A really good high end mattress because you spend so much time in bed,Super High Quality Mattress - A really good high end mattress because you spend so much time in bed,
idea-0229,Bedroom,General,2,Mattress,Tight Bed Sheets,Tight bed sheets that fit and aren’t loose enough to bunch up under you.,Tight Bed Sheets - Tight bed sheets that fit and aren’t loose enough to bunch up under you.,
idea-0230,Bedroom,General,1,,Mini Fridge,in master bathroom for cold water,Mini Fridge - in master bathroom for cold water,
idea-0231,Bedroom,General,1,,Motion Activated Closet Lights,To save you accidentally forgetting to turn off your closet like get in wired powered motion activated closet lights.,Motion Activated Closet Lights - To save you accidentally forgetting to turn off your closet like get in wired powered motion activated closet lights.,
idea-0232,Bedroom,General,1,,Not Too Low Table Tops,Table tops in kitchen and in bathroom not to low down that I have to bend my back to use them for hours. (But not to high that shorter people can’t use them),Not Too Low Table Tops - Table tops in kitchen and in bathroom not to low down that I have to bend my back to use them for hours. (But not to high that shorter people can’t use them),
idea-0233,Bedroom,General,1,,Panic Button,When there’s an emergency or your not feeling well the panic button will wake everyone up and turn on all the lights.,Panic Button - When there’s an emergency or your not feeling well the panic button will wake everyone up and turn on all the lights.,
idea-0234,Bedroom,General,1,,Playpen Guard around adult Bed,Playpen guards around adult bed so we can sleep with our toddlers without them escaping,Playpen Guard around adult Bed - Playpen guards around adult bed so we can sleep with our toddlers without them escaping,
idea-0235,Bedroom,General,1,,Pull down blind Insect Nets on Windows,"Windows that you can magnetically attach insect tight mosquito nets too, so you can open the window wide if your hot and not have to worry about insects coming in.","Pull down blind Insect Nets on Windows - Windows that you can magnetically attach insect tight mosquito nets too, so you can open the window wide if your hot and not have to worry about insects coming in.",
idea-0236,Bedroom,General,1,,Secret Door Entrance Looks Like Wardrobe,Just like in Narnia the actually walk in wardrobe could be hind a normal looking wardrobe.,Secret Door Entrance Looks Like Wardrobe - Just like in Narnia the actually walk in wardrobe could be hind a normal looking wardrobe.,
idea-0237,Bedroom,General,1,,Separate Cloth Bins for White and Coloured,Separated white and colour clothing bins for washing clothes. So that everyone separated their clothes to make it easier to wash.,Separate Cloth Bins for White and Coloured - Separated white and colour clothing bins for washing clothes. So that everyone separated their clothes to make it easier to wash.,
idea-0238,Bedroom,General,1,,Smart Mirrors with Integrated Displays,"– Bathroom or bedroom mirrors that display weather updates, calendar events, or fitness stats while you get ready.","Smart Mirrors with Integrated Displays - – Bathroom or bedroom mirrors that display weather updates, calendar events, or fitness stats while you get ready.",
idea-0239,Bedroom,General,1,,Sound proof bedrooms,For when people are doing personal things.,Sound proof bedrooms - For when people are doing personal things.,
idea-0240,Bedroom,General,1,,Summer and Winter Duvet,Duvet covered that can clip to together when you want to double them up for the winter,Summer and Winter Duvet - Duvet covered that can clip to together when you want to double them up for the winter,
idea-0241,Bedroom,General,1,,Summer and Winter Thickness Duvets,"Thick duvets for the winter but totally different thinner ones for the summer and even thinner blankets. But the blanket, must be big blankets. Non of those small blanket that don’t cover your feet.","Summer and Winter Thickness Duvets - Thick duvets for the winter but totally different thinner ones for the summer and even thinner blankets. But the blanket, must be big blankets. Non of those small blanket that don’t cover your feet.",
idea-0242,Bedroom,General,1,,Super Comfortable Chair in Front of table,Comfy chair for relaxing in and a table for watching stuff,Super Comfortable Chair in Front of table - Comfy chair for relaxing in and a table for watching stuff,
idea-0243,Bedroom,General,1,,Super Soft Duvet Cover,Non stiff or rough duvet cover,Super Soft Duvet Cover - Non stiff or rough duvet cover,
idea-0244,Bedroom,General,1,,True Mirror,"Each bedroom has a true mirror, two mirrors at 90° without a seam between them. Shows how people really see you.","True Mirror - Each bedroom has a true mirror, two mirrors at 90° without a seam between them. Shows how people really see you.",
idea-0245,Bedroom,General,1,,TV slides behind because or wall,Instead of a big black tv or a picture frame tv being centre of attention we move it behind a an easy to slide bookcase or wall.,TV slides behind because or wall - Instead of a big black tv or a picture frame tv being centre of attention we move it behind a an easy to slide bookcase or wall.,
idea-0246,Bedroom,General,1,,Two Sinks in Master Bedroom En-suite,Two sinks for when you and your partner are trying to get ready at the same time.,Two Sinks in Master Bedroom En-suite - Two sinks for when you and your partner are trying to get ready at the same time.,
idea-0247,Bedroom,General,1,,Two Warm and Cold taps in en-suite bathroom,for when you went to wash your hands together,Two Warm and Cold taps in en-suite bathroom - for when you went to wash your hands together,
idea-0248,Bedroom,General,1,,Window Directly Above Bed to Watch Stars,A big window above the bed to gaze at the stars at night when you can’t sleep. Remind you of your place in this world.,Window Directly Above Bed to Watch Stars - A big window above the bed to gaze at the stars at night when you can’t sleep. Remind you of your place in this world.,
idea-0249,Bedroom,General,1,,Zippable pillow cases and duvet covers,Button duvet covers always come undone. And pillow cases without zip always let the pillow slip out. So instead get pillow cases and duvet covers with zips on. But good quality zips that won’t break easily.,Zippable pillow cases and duvet covers - Button duvet covers always come undone. And pillow cases without zip always let the pillow slip out. So instead get pillow cases and duvet covers with zips on. But good quality zips that won’t break easily.,
idea-0250,Living Room,Location & Environment,1,,2nd Bathroom near living room,For when there’s a big party or lots of people over for Christmas and multiple people want to use the toilet at once.,2nd Bathroom near living room - For when there’s a big party or lots of people over for Christmas and multiple people want to use the toilet at once.,
idea-0251,Living Room,Location & Environment,1,,Overlapping Curtains,Curtain rails that overlap so there’s no light that seep through,Overlapping Curtains - Curtain rails that overlap so there’s no light that seep through,
idea-0252,Living Room,General,1,,Big Cupboard for Board Games,Big cupboard to store all the many boardgames we have,Big Cupboard for Board Games - Big cupboard to store all the many boardgames we have,
idea-0253,Living Room,General,1,,Blackout Curtains,For watching movies,Blackout Curtains - For watching movies,
idea-0254,Living Room,General,1,,Built In Surround Sound System,,Built In Surround Sound System,
idea-0255,Living Room,General,1,,Lazy Boy Chair,Find the most comfortable chair,Lazy Boy Chair - Find the most comfortable chair,
idea-0256,Living Room,General,1,,No Gaps between Sofa Cushions,Sofas that don’t have gaps between the cushions for things to fall down,No Gaps between Sofa Cushions - Sofas that don’t have gaps between the cushions for things to fall down,
idea-0257,Living Room,General,1,,Ping Pong Table Door,,Ping Pong Table Door,
idea-0258,Living Room,General,1,,Slide out Christmas tree from storage cupboard in living room,Instead of spending ages building and setting up Christmas tree you could instead have it slide out from a purpose built tall cupboard.,Slide out Christmas tree from storage cupboard in living room - Instead of spending ages building and setting up Christmas tree you could instead have it slide out from a purpose built tall cupboard.,
idea-0259,Living Room,General,1,,Spare Beds that can be Hidden Away,Spare Beds for guests and for when you want to have big sleep overs in the living room,Spare Beds that can be Hidden Away - Spare Beds for guests and for when you want to have big sleep overs in the living room,
idea-0260,Living Room,General,1,,Table on Each Side of Sofa,There should be at least two extra tables on either side of the sofa so you don’t have to put stuff on the sofa when you want to put food on the main table,Table on Each Side of Sofa - There should be at least two extra tables on either side of the sofa so you don’t have to put stuff on the sofa when you want to put food on the main table,
idea-0261,Living Room,General,1,,TV above toddler height,To stop toddlers and young children from breaking the tv,TV above toddler height - To stop toddlers and young children from breaking the tv,
idea-0262,Living Room,General,1,,TV slides behind because or wall,Instead of a big black tv or a picture frame tv being centre of attention we move it behind a an easy to slide bookcase or wall.,TV slides behind because or wall - Instead of a big black tv or a picture frame tv being centre of attention we move it behind a an easy to slide bookcase or wall.,
idea-0263,Living Room,General,1,,Water Repellent Sofa Material,Water repellent sofa material so it can’t be ruined by one split drink,Water Repellent Sofa Material - Water repellent sofa material so it can’t be ruined by one split drink,
idea-0264,Garden,Location & Environment,1,,High above sea level,In the case of flooding we don’t want to be in a flood area,High above sea level - In the case of flooding we don’t want to be in a flood area,
idea-0265,Garden,Safety & Security,1,,Security cameras,"Modern looking, good enough quality to see faces and number plates","Security cameras - Modern looking, good enough quality to see faces and number plates",
idea-0266,Garden,Lighting & Ambience,1,,Coloured Flood Lights,For parties,Coloured Flood Lights - For parties,
idea-0267,Garden,Lighting & Ambience,1,,Flood Lights,Powerful outdoor flood lights to light up garden in the night,Flood Lights - Powerful outdoor flood lights to light up garden in the night,
idea-0268,Garden,Outdoor & Garden,1,,Zip line from house to bottom of garden,garden zip line from top to bottom of the garden. Even better if the zip line can go round corners.,Zip line from house to bottom of garden - garden zip line from top to bottom of the garden. Even better if the zip line can go round corners.,
idea-0269,Garden,Specialty & Novelty,1,,Time Capsule,in the garden or in the walls somewhere,Time Capsule - in the garden or in the walls somewhere,
idea-0270,Garden,General,1,,A good view,View over a forest or city,A good view - View over a forest or city,
idea-0271,Garden,General,1,,Area for Big Tables,Large flat level garden area for putting lots of long tables for garden parties,Area for Big Tables - Large flat level garden area for putting lots of long tables for garden parties,
idea-0272,Garden,General,1,,BBQ Area,Stone floor or pit to stop things catching on fire,BBQ Area - Stone floor or pit to stop things catching on fire,
idea-0273,Garden,General,1,,Chestnut conker tree,so I can play Conkers with my wife and kids evey time he conkers fall,Chestnut conker tree - so I can play Conkers with my wife and kids evey time he conkers fall,
idea-0274,Garden,General,1,,Clover Lawn,Nice alternative to grass,Clover Lawn - Nice alternative to grass,
idea-0275,Garden,General,1,,Hidden Outdoor Storage,– Discreet outdoor sheds or hidden compartments for garden tools and furniture to keep the garden tidy.,Hidden Outdoor Storage - – Discreet outdoor sheds or hidden compartments for garden tools and furniture to keep the garden tidy.,
idea-0276,Garden,General,1,,Horse Stable,Places to keep the horses,Horse Stable - Places to keep the horses,
idea-0277,Garden,General,1,,Indoor Horse Riding Arena,when it’s cold and raining in the winter having a indoor horse riding arena would be nice,Indoor Horse Riding Arena - when it’s cold and raining in the winter having a indoor horse riding arena would be nice,
idea-0278,Garden,General,1,,Large Stage Area,"Large raised outdoor stage, with room to hang stage lights above","Large Stage Area - Large raised outdoor stage, with room to hang stage lights above",
idea-0279,Garden,General,1,,Maze,Garden maze for the kids,Maze - Garden maze for the kids,
idea-0280,Garden,General,1,,Nice Luxury Guest House,to show off,Nice Luxury Guest House - to show off,
idea-0281,Garden,General,1,,Outdoor Kitchen with Optional Cover,"A covered outdoor cooking area with a built-in grill, countertop, and mini fridge for garden parties.","Outdoor Kitchen with Optional Cover - A covered outdoor cooking area with a built-in grill, countertop, and mini fridge for garden parties.",
idea-0282,Garden,General,1,,Outdoor Pool,(More dangerous then a gun),Outdoor Pool - (More dangerous then a gun),
idea-0283,Garden,General,1,,Pagoda,When it’s raining you can still enjoy sitting outside,Pagoda - When it’s raining you can still enjoy sitting outside,
